trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
920,False,"{'a': 0.4, 'e': 0.09997053357470881}",25,20,9.592389179232718,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.4, 'e': 0.09972060724077203}",20,11,7.688618353670183,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
922,False,"{'a': 0.4, 'e': 0.09947130572267011}",20,0,20.977686119547194,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
923,False,"{'a': 0.4, 'e': 0.09922262745836344}",25,18,14.690910029497992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.4, 'e': 0.09897457088971753}",20,0,30.593743765683847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.4, 'e': 0.09872713446249325}",20,8,-32.341146012705174,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
926,False,"{'a': 0.4, 'e': 0.09848031662633702}",25,3,-17.171677347312606,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
927,False,"{'a': 0.4, 'e': 0.09823411583477118}",20,13,5.976079095754712,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.4, 'e': 0.09798853054518426}",30,11,22.353992331541924,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.4, 'e': 0.0977435592188213}",20,9,19.390344473768703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.4, 'e': 0.09749920032077426}",20,12,16.488444625177323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.4, 'e': 0.09725545231997233}",25,11,25.975406858431775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.4, 'e': 0.0970123136891724}",20,13,13.207880864492115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.4, 'e': 0.09676978290494948}",25,14,5.51601890407341,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.4, 'e': 0.0965278584476871}",25,11,23.74733477189646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.4, 'e': 0.0962865388015679}",25,10,-14.135410338610399,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
936,False,"{'a': 0.4, 'e': 0.09604582245456399}",20,6,-16.208671948839605,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
937,False,"{'a': 0.4, 'e': 0.09580570789842757}",20,6,23.228812384562364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.4, 'e': 0.09556619362868152}",20,12,12.981558233739198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.4, 'e': 0.09532727814460981}",25,11,17.375078087180086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.4, 'e': 0.09508895994924829}",20,9,0.7704240705241048,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
941,False,"{'a': 0.4, 'e': 0.09485123754937518}",25,14,20.129415401492942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.4, 'e': 0.09461410945550175}",30,16,10.363390948294668,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
943,False,"{'a': 0.4, 'e': 0.094377574181863}",30,16,17.45059896520887,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.4, 'e': 0.09414163024640834}",20,11,14.413535917166708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.4, 'e': 0.09390627617079232}",25,8,22.197979136889014,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.4, 'e': 0.09367151048036536}",20,13,10.456949022987159,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.4, 'e': 0.09343733170416445}",25,11,26.90370039604798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.4, 'e': 0.09320373837490403}",20,5,30.047128029406263,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.4, 'e': 0.09297072902896679}",20,11,-4.127809285191447,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
950,False,"{'a': 0.4, 'e': 0.09273830220639437}",25,13,25.768543405052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.4, 'e': 0.09250645645087839}",20,0,14.16778724842947,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
952,False,"{'a': 0.4, 'e': 0.0922751903097512}",30,5,43.73625960772972,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.4, 'e': 0.09204450233397682}",25,11,28.103341648356263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.4, 'e': 0.09181439107814189}",25,14,-9.664133426081943,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
955,False,"{'a': 0.4, 'e': 0.09158485510044653}",20,9,-21.24211255843463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
956,False,"{'a': 0.4, 'e': 0.09135589296269543}",20,9,17.139456512892842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.4, 'e': 0.09112750323028869}",20,7,0.7352157465616449,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
958,False,"{'a': 0.4, 'e': 0.09089968447221297}",30,6,41.801647024791,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.4, 'e': 0.09067243526103246}",25,12,13.669485928697217,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
960,False,"{'a': 0.4, 'e': 0.09044575417287987}",20,8,8.26360853115936,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
961,False,"{'a': 0.4, 'e': 0.09021963978744768}",30,15,29.720515761497293,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.4, 'e': 0.08999409068797906}",20,6,24.10389434629344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.4, 'e': 0.08976910546125912}",25,11,0.674516020213167,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
964,False,"{'a': 0.4, 'e': 0.08954468269760597}",20,3,12.753707907583635,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.4, 'e': 0.08932082099086197}",20,9,19.266160332268285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.4, 'e': 0.08909751893838481}",35,19,27.77481307559005,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.4, 'e': 0.08887477514103886}",20,14,10.994537069751388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.4, 'e': 0.08865258820318626}",20,10,16.39843833650316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.4, 'e': 0.08843095673267831}",20,13,9.249770678422504,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.4, 'e': 0.08820987934084662}",25,18,12.099335268842156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.4, 'e': 0.08798935464249451}",20,0,20.810123955981986,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
972,False,"{'a': 0.4, 'e': 0.08776938125588828}",30,22,16.121990192368557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.4, 'e': 0.08754995780274856}",25,7,-14.044907739911732,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
974,False,"{'a': 0.4, 'e': 0.0873310829082417}",30,23,12.178240963639883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.4, 'e': 0.08711275520097109}",30,13,19.482920623937577,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
976,False,"{'a': 0.4, 'e': 0.08689497331296867}",30,18,25.432734126186993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.4, 'e': 0.08667773587968625}",25,14,21.912840257673437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.4, 'e': 0.08646104153998704}",25,11,26.846332211528917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.4, 'e': 0.08624488893613708}",30,18,22.541827436757004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.4, 'e': 0.08602927671379673}",25,8,20.17770045839712,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
981,False,"{'a': 0.4, 'e': 0.08581420352201224}",25,9,18.86285560083751,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.4, 'e': 0.08559966801320723}",25,13,24.12243905809361,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.4, 'e': 0.08538566884317421}",25,10,25.06416192180037,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.4, 'e': 0.08517220467106627}",20,0,24.696359150625298,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
985,False,"{'a': 0.4, 'e': 0.08495927415938861}",20,10,-13.868279812199198,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
986,False,"{'a': 0.4, 'e': 0.08474687597399015}",20,10,15.924119380088161,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.4, 'e': 0.08453500878405518}",20,16,7.601506160551849,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.4, 'e': 0.08432367126209504}",20,0,-8.001928824128372,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
989,False,"{'a': 0.4, 'e': 0.08411286208393981}",25,11,14.12455208122177,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.4, 'e': 0.08390257992872997}",20,9,9.109763609134509,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
991,False,"{'a': 0.4, 'e': 0.08369282347890815}",30,16,26.825755855619402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.4, 'e': 0.08348359142021088}",25,20,10.837593244552775,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.4, 'e': 0.08327488244166036}",25,11,17.619484549751732,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
994,False,"{'a': 0.4, 'e': 0.08306669523555621}",20,6,-11.792310771511458,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
995,False,"{'a': 0.4, 'e': 0.08285902849746733}",20,13,8.019407097354664,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.4, 'e': 0.08265188092622366}",35,21,24.976640628972003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.4, 'e': 0.08244525122390811}",20,14,13.706845927475493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.4, 'e': 0.08223913809584835}",20,16,7.61687388200697,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.4, 'e': 0.08203354025060873}",25,15,16.25261155172574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.4, 'e': 0.08182845639998221}",25,15,-34.108911622202314,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1001,False,"{'a': 0.4, 'e': 0.08162388525898226}",20,11,15.579473432156043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.4, 'e': 0.08141982554583481}",20,8,-18.722122536185616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1003,False,"{'a': 0.4, 'e': 0.08121627598197022}",20,7,24.76341174470712,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.4, 'e': 0.0810132352920153}",30,16,32.46445554925117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.4, 'e': 0.08081070220378526}",25,7,33.84486305446938,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.4, 'e': 0.08060867544827581}",20,12,16.92928220143052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.4, 'e': 0.08040715375965513}",25,0,34.79989862377555,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1008,False,"{'a': 0.4, 'e': 0.08020613587525599}",25,8,8.558543337789029,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1009,False,"{'a': 0.4, 'e': 0.08000562053556785}",20,10,19.548018235031364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.4, 'e': 0.07980560648422894}",30,1,-4.849978444698337,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 1}",1
1011,False,"{'a': 0.4, 'e': 0.07960609246801838}",25,13,18.740370007706524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.4, 'e': 0.07940707723684833}",25,7,34.41320043557157,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.4, 'e': 0.07920855954375622}",35,15,16.69588122028779,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1014,False,"{'a': 0.4, 'e': 0.07901053814489682}",30,18,12.602921146634118,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.4, 'e': 0.0788130117995346}",20,13,11.681299833127227,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.4, 'e': 0.07861597927003576}",25,13,-19.285582095993025,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1017,False,"{'a': 0.4, 'e': 0.07841943932186067}",25,15,16.508020702164657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.4, 'e': 0.07822339072355602}",30,17,26.461675546942743,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.4, 'e': 0.07802783224674714}",20,9,-2.7422990146119566,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1020,False,"{'a': 0.4, 'e': 0.07783276266613028}",20,16,10.213008692572709,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.4, 'e': 0.07763818075946495}",20,0,-33.295354189792356,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1022,False,"{'a': 0.4, 'e': 0.0774440853075663}",30,16,12.941469603960545,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1023,False,"{'a': 0.4, 'e': 0.07725047509429739}",20,6,23.51798519012342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.4, 'e': 0.07705734890656164}",20,0,32.7020921825064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1025,False,"{'a': 0.4, 'e': 0.07686470553429524}",25,14,22.546152977778306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.4, 'e': 0.07667254377045951}",30,18,20.290974016262183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.4, 'e': 0.07648086241103337}",20,6,21.799704179064854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.4, 'e': 0.07628966025500579}",25,11,26.818912184926567,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.4, 'e': 0.07609893610436827}",30,15,17.928234525835357,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.4, 'e': 0.07590868876410736}",20,10,20.781601847582014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.4, 'e': 0.07571891704219709}",30,8,24.64678140447217,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.4, 'e': 0.0755296197495916}",20,9,18.65739081105981,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.4, 'e': 0.07534079570021764}",20,13,13.99461406406617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.4, 'e': 0.07515244371096709}",25,19,-0.30848438260536604,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1035,False,"{'a': 0.4, 'e': 0.07496456260168968}",30,22,4.169240370043911,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.4, 'e': 0.07477715119518545}",20,10,-8.28324917741806,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1037,False,"{'a': 0.4, 'e': 0.0745902083171975}",20,11,18.765396513830495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.4, 'e': 0.07440373279640451}",20,8,20.11510188931195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.4, 'e': 0.0742177234644135}",30,16,28.31914580873077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.4, 'e': 0.07403217915575247}",25,19,-3.6658813006583957,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1041,False,"{'a': 0.4, 'e': 0.07384709870786309}",25,18,13.039567340706196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.4, 'e': 0.07366248096109344}",20,15,8.115129630452163,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.4, 'e': 0.0734783247586907}",25,14,18.317836207957825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.4, 'e': 0.07329462894679399}",20,15,11.534166404251152,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.4, 'e': 0.073111392374427}",25,12,21.675760119828574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.4, 'e': 0.07292861389349094}",25,11,17.831766792333298,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.4, 'e': 0.07274629235875722}",25,13,27.62201744321851,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.4, 'e': 0.07256442662786033}",20,13,12.294904085257132,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.4, 'e': 0.07238301556129068}",20,10,11.835971511260015,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.4, 'e': 0.07220205802238747}",20,13,15.518265744616741,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.4, 'e': 0.0720215528773315}",20,8,20.35581782081795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.4, 'e': 0.07184149899513817}",30,19,21.4361334625113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.4, 'e': 0.07166189524765033}",25,11,12.564725445200693,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1054,False,"{'a': 0.4, 'e': 0.07148274050953121}",30,22,15.07261009855685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.4, 'e': 0.07130403365825738}",20,8,20.16619794037906,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.4, 'e': 0.07112577357411175}",20,7,13.013573729375665,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1057,False,"{'a': 0.4, 'e': 0.07094795914017647}",25,3,20.296182043067386,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1058,False,"{'a': 0.4, 'e': 0.07077058924232603}",20,5,28.575925839302258,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.4, 'e': 0.07059366276922022}",25,19,13.909091088158243,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.4, 'e': 0.07041717861229717}",35,21,18.75364504560597,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1061,False,"{'a': 0.4, 'e': 0.07024113566576644}",20,12,12.377235847178268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.4, 'e': 0.07006553282660202}",25,15,18.658661334296156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.4, 'e': 0.06989036899453552}",30,16,13.692365952852422,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1064,False,"{'a': 0.4, 'e': 0.06971564307204918}",30,15,24.157601472514102,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.4, 'e': 0.06954135396436907}",30,16,22.464553229363265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.4, 'e': 0.06936750057945815}",20,9,19.714729637903933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.4, 'e': 0.0691940818280095}",25,15,18.375671614353468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.4, 'e': 0.06902109662343948}",25,10,24.92196222216555,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.4, 'e': 0.06884854388188089}",20,10,17.30806195484555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.4, 'e': 0.06867642252217619}",25,15,18.501119874302102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.4, 'e': 0.06850473146587076}",20,9,21.163429501495415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.4, 'e': 0.06833346963720607}",25,8,15.972778968454335,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1073,False,"{'a': 0.4, 'e': 0.06816263596311307}",30,7,27.566450297862957,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1074,False,"{'a': 0.4, 'e': 0.06799222937320529}",30,18,25.35707544538258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.4, 'e': 0.06782224879977228}",20,12,14.732224840231336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.4, 'e': 0.06765269317777285}",20,7,24.9200107837793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.4, 'e': 0.06748356144482842}",20,11,16.38592687039195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.4, 'e': 0.06731485254121636}",20,0,18.929686850443378,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1079,False,"{'a': 0.4, 'e': 0.06714656540986332}",20,16,9.028977821622572,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.4, 'e': 0.06697869899633867}",20,10,7.010995676358384,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1081,False,"{'a': 0.4, 'e': 0.06681125224884782}",30,13,32.0262855026419,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.4, 'e': 0.06664422411822571}",20,4,26.36471037857219,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.4, 'e': 0.06647761355793015}",30,13,25.483882800076305,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.4, 'e': 0.06631141952403533}",30,16,14.809738935897837,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.4, 'e': 0.06614564097522524}",20,11,15.067449933082878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.4, 'e': 0.06598027687278718}",25,11,31.058194983907736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.4, 'e': 0.06581532618060522}",20,13,12.89416224281478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.4, 'e': 0.0656507878651537}",25,18,12.204115228589643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.4, 'e': 0.06548666089549082}",25,10,26.17397533536551,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.4, 'e': 0.0653229442432521}",30,15,25.17163204569604,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.4, 'e': 0.06515963688264398}",20,11,4.964834447557984,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1092,False,"{'a': 0.4, 'e': 0.06499673779043737}",30,20,16.051305008674085,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.4, 'e': 0.06483424594596128}",25,2,38.908211745210856,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.4, 'e': 0.06467216033109638}",25,19,9.802784359205214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.4, 'e': 0.06451047993026864}",20,3,26.50131686803172,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.4, 'e': 0.06434920373044298}",20,14,10.677629288542214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.4, 'e': 0.06418833072111686}",25,13,-35.58247551885162,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1098,False,"{'a': 0.4, 'e': 0.06402785989431407}",25,5,40.052822116481956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.4, 'e': 0.0638677902445783}",30,22,14.916094681447492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.4, 'e': 0.06370812076896686}",25,14,20.730415549323066,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.4, 'e': 0.06354885046704443}",20,9,16.40285382333482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.4, 'e': 0.06338997834087684}",20,8,22.864755646219212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.4, 'e': 0.06323150339502465}",25,16,16.23275020627465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
