trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.4, 'e': 0.40005803302650006}",25,0,-26.933343394185176,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
367,False,"{'a': 0.4, 'e': 0.3990578879439338}",25,20,9.50150725352412,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.4, 'e': 0.398060243224074}",20,0,-38.58363656026218,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
369,False,"{'a': 0.4, 'e': 0.39706509261601386}",20,8,9.18549957626731,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.4, 'e': 0.39607242988447383}",20,0,-31.77096014277145,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
371,False,"{'a': 0.4, 'e': 0.39508224880976267}",20,11,-25.337662841046548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
372,False,"{'a': 0.4, 'e': 0.3940945431877383}",20,2,-12.826686071388885,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
373,False,"{'a': 0.4, 'e': 0.39310930682976897}",25,14,-14.417181683058573,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
374,False,"{'a': 0.4, 'e': 0.39212653356269456}",20,11,7.379980254029116,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.4, 'e': 0.39114621722878784}",20,9,6.758448246198961,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.4, 'e': 0.3901683516857159}",30,1,-42.316921332716745,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 1}",1
377,False,"{'a': 0.4, 'e': 0.38919293080650164}",20,7,-19.028531422197744,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
378,False,"{'a': 0.4, 'e': 0.38821994847948543}",30,21,-0.6123284237935236,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.4, 'e': 0.3872493986082867}",30,11,-73.29601229072183,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
380,False,"{'a': 0.4, 'e': 0.386281275111766}",20,13,10.360120092652101,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.4, 'e': 0.38531557192398663}",25,9,-40.21623595756314,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
382,False,"{'a': 0.4, 'e': 0.3843522829941767}",20,12,-9.267095580156052,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
383,False,"{'a': 0.4, 'e': 0.3833914022866913}",20,7,20.11509777730311,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.4, 'e': 0.38243292378097454}",25,7,30.19215463339264,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.4, 'e': 0.38147684147152217}",25,14,24.083697719358874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.4, 'e': 0.38052314936784337}",25,19,8.739415740093236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.4, 'e': 0.37957184149442375}",20,6,-16.17014008623267,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
388,False,"{'a': 0.4, 'e': 0.37862291189068775}",25,16,-5.539715801404615,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.4, 'e': 0.37767635461096105}",20,16,7.30159489963708,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.4, 'e': 0.37673216372443363}",30,20,17.01367158178657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.4, 'e': 0.37579033331512257}",20,8,-1.9653183228827795,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.4, 'e': 0.3748508574818348}",20,6,-42.91700716682209,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
393,False,"{'a': 0.4, 'e': 0.37391373033813025}",25,11,-28.43083500112664,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
394,False,"{'a': 0.4, 'e': 0.37297894601228493}",25,0,13.290293940888368,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
395,False,"{'a': 0.4, 'e': 0.37204649864725425}",20,4,-23.34929864003721,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
396,False,"{'a': 0.4, 'e': 0.3711163824006361}",25,10,-24.458350336755586,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
397,False,"{'a': 0.4, 'e': 0.37018859144463456}",35,18,17.107983894356536,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.4, 'e': 0.36926311996602296}",25,8,-13.41165459473366,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
399,False,"{'a': 0.4, 'e': 0.3683399621661079}",35,9,-20.682638431330425,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 0}",1
400,False,"{'a': 0.4, 'e': 0.3674191122606927}",20,10,-7.134864641943683,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.4, 'e': 0.366500564480041}",20,4,-78.85506684076883,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
402,False,"{'a': 0.4, 'e': 0.36558431306884087}",20,0,-6.484553377518586,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
403,False,"{'a': 0.4, 'e': 0.3646703522861688}",20,8,-26.046921212522868,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
404,False,"{'a': 0.4, 'e': 0.3637586764054534}",30,0,6.451828876948242,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
405,False,"{'a': 0.4, 'e': 0.3628492797144398}",20,11,-3.140036273903357,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.4, 'e': 0.3619421565151537}",35,28,14.920181120763889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.4, 'e': 0.36103730112386584}",25,16,5.3837826132181945,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.4, 'e': 0.3601347078710562}",25,0,12.299839692604756,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
409,False,"{'a': 0.4, 'e': 0.35923437110137857}",25,11,-73.05566001941418,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
410,False,"{'a': 0.4, 'e': 0.35833628517362515}",20,7,-19.384452733973507,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
411,False,"{'a': 0.4, 'e': 0.3574404444606911}",30,20,-22.707047539118822,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
412,False,"{'a': 0.4, 'e': 0.3565468433495394}",25,0,-45.524157684139816,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
413,False,"{'a': 0.4, 'e': 0.35565547624116556}",20,14,2.548756394813563,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.4, 'e': 0.3547663375505627}",30,18,0.9208250622751537,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.4, 'e': 0.3538794217066863}",30,3,-34.13192575939575,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 1}",1
416,False,"{'a': 0.4, 'e': 0.3529947231524196}",30,3,-0.8846529093030024,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 0}",1
417,False,"{'a': 0.4, 'e': 0.3521122363445386}",30,0,-0.2457081768846172,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
418,False,"{'a': 0.4, 'e': 0.3512319557536772}",25,0,-77.8943720894903,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 2}",0
419,False,"{'a': 0.4, 'e': 0.35035387586429306}",20,4,7.488403174295104,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.4, 'e': 0.34947799117463235}",20,0,-25.199971858137136,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
421,False,"{'a': 0.4, 'e': 0.3486042961966958}",20,0,20.965296260514037,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
422,False,"{'a': 0.4, 'e': 0.34773278545620406}",35,19,-1.8657375523158142,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.4, 'e': 0.3468634534925636}",20,16,9.874168681752446,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.4, 'e': 0.34599629485883215}",35,23,11.701067081466851,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.4, 'e': 0.34513130412168513}",20,9,10.02716646326865,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.4, 'e': 0.34426847586138093}",30,9,-12.096330668157375,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
427,False,"{'a': 0.4, 'e': 0.3434078046717275}",30,7,-46.909658733081024,"{0: 17, 1: 2, 2: 1, 3: 3, 4: 0}",1
428,False,"{'a': 0.4, 'e': 0.3425492851600482}",20,0,-26.828396583269605,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
429,False,"{'a': 0.4, 'e': 0.34169291194714807}",25,8,-46.805583649057944,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
430,False,"{'a': 0.4, 'e': 0.3408386796672802}",20,0,-26.855309975183253,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
431,False,"{'a': 0.4, 'e': 0.33998658296811207}",20,2,-7.343433248098692,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
432,False,"{'a': 0.4, 'e': 0.33913661651069177}",20,13,15.287834136194832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.4, 'e': 0.33828877496941506}",35,23,20.1130020646977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.4, 'e': 0.33744305303199157}",20,2,15.153619021052984,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.4, 'e': 0.3365994453994116}",25,13,-31.622796246151474,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
436,False,"{'a': 0.4, 'e': 0.3357579467859131}",20,8,11.555592213268609,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.4, 'e': 0.3349185519189483}",20,6,-33.80335018044988,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
438,False,"{'a': 0.4, 'e': 0.33408125553915097}",30,17,2.7165062024433975,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.4, 'e': 0.33324605240030314}",25,2,-15.454108475481958,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
440,False,"{'a': 0.4, 'e': 0.3324129372693024}",20,3,12.706175570241161,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.4, 'e': 0.33158190492612916}",25,10,21.67675598488224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.4, 'e': 0.33075295016381384}",20,12,3.178848677237034,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.4, 'e': 0.32992606778840433}",25,15,-25.95475215767539,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
444,False,"{'a': 0.4, 'e': 0.3291012526189333}",20,0,-14.49712590485899,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
445,False,"{'a': 0.4, 'e': 0.328278499487386}",20,12,4.351873104475402,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.4, 'e': 0.3274578032386676}",20,13,13.49617065828807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.4, 'e': 0.3266391587305709}",25,7,20.869484112830712,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.4, 'e': 0.3258225608337445}",25,14,13.044809193195896,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.4, 'e': 0.32500800443166017}",20,0,5.934075558697596,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
450,False,"{'a': 0.4, 'e': 0.324195484420581}",25,0,4.135911248863547,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
451,False,"{'a': 0.4, 'e': 0.32338499570952955}",20,6,2.199839316257851,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.4, 'e': 0.32257653322025576}",25,9,-36.69901661991934,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
453,False,"{'a': 0.4, 'e': 0.3217700918872052}",20,16,7.256370233583037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.4, 'e': 0.32096566665748716}",20,0,-5.39758851411638,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
455,False,"{'a': 0.4, 'e': 0.32016325249084343}",25,0,-38.522202714863276,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
456,False,"{'a': 0.4, 'e': 0.31936284435961637}",25,19,12.578570111411931,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.4, 'e': 0.31856443724871736}",30,4,-26.397381221045517,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 1}",1
458,False,"{'a': 0.4, 'e': 0.3177680261555956}",25,7,-95.88690960255359,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
459,False,"{'a': 0.4, 'e': 0.3169736060902066}",30,15,-13.551518670015223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
460,False,"{'a': 0.4, 'e': 0.3161811720749811}",20,11,17.591348927469472,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.4, 'e': 0.31539071914479366}",20,4,28.16219363484891,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.4, 'e': 0.3146022423469317}",20,8,-58.147796846797185,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
463,False,"{'a': 0.4, 'e': 0.3138157367410644}",20,0,-24.907240201797308,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
464,False,"{'a': 0.4, 'e': 0.31303119739921176}",30,8,-45.0003368933264,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 0}",1
465,False,"{'a': 0.4, 'e': 0.31224861940571375}",20,15,-3.0145067801315477,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.4, 'e': 0.3114679978571995}",25,16,-61.15224228025809,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
467,False,"{'a': 0.4, 'e': 0.3106893278625565}",30,6,-33.29709674355989,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
468,False,"{'a': 0.4, 'e': 0.3099126045429001}",25,10,11.215775225351159,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.4, 'e': 0.30913782303154286}",25,0,21.18557904456697,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
470,False,"{'a': 0.4, 'e': 0.30836497847396405}",30,0,34.49958187788123,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
471,False,"{'a': 0.4, 'e': 0.3075940660277791}",20,14,14.86967140745192,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.4, 'e': 0.3068250808627097}",25,10,-0.9799983005558108,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.4, 'e': 0.30605801816055295}",30,9,8.316676947952095,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
474,False,"{'a': 0.4, 'e': 0.3052928731151516}",20,5,-1.8267942372923616,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
475,False,"{'a': 0.4, 'e': 0.30452964093236373}",20,0,6.395310103187116,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
476,False,"{'a': 0.4, 'e': 0.3037683168300328}",25,8,9.548034327794454,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
477,False,"{'a': 0.4, 'e': 0.3030088960379578}",25,5,-33.97737082867358,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
478,False,"{'a': 0.4, 'e': 0.3022513737978629}",25,11,-32.838927613447815,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
479,False,"{'a': 0.4, 'e': 0.3014957453633682}",20,13,7.641967420057162,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.4, 'e': 0.3007420059999598}",30,11,32.54629928544173,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.4, 'e': 0.29999015098495996}",20,8,-12.263817048581124,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
482,False,"{'a': 0.4, 'e': 0.29924017560749755}",20,0,-5.932020810103297,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
483,False,"{'a': 0.4, 'e': 0.2984920751684788}",35,16,-8.173501233313655,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
484,False,"{'a': 0.4, 'e': 0.2977458449805577}",25,9,4.012503751985402,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
485,False,"{'a': 0.4, 'e': 0.29700148036810625}",20,11,3.9229280955030426,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.4, 'e': 0.29625897666718604}",20,6,-84.76755063938351,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
487,False,"{'a': 0.4, 'e': 0.2955183292255181}",30,6,-22.77568465087708,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
488,False,"{'a': 0.4, 'e': 0.2947795334024543}",20,2,9.922587867184752,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.4, 'e': 0.29404258456894816}",20,9,0.030232027597552724,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
490,False,"{'a': 0.4, 'e': 0.29330747810752583}",30,8,-12.619951983937307,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
491,False,"{'a': 0.4, 'e': 0.29257420941225704}",25,8,12.714366277139844,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.4, 'e': 0.29184277388872637}",25,19,12.525530130500151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.4, 'e': 0.2911131669540046}",30,0,-13.994964325211654,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
494,False,"{'a': 0.4, 'e': 0.2903853840366196}",30,18,11.353876581455754,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.4, 'e': 0.28965942057652805}",20,0,-21.877633853991426,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
496,False,"{'a': 0.4, 'e': 0.28893527202508673}",25,9,-23.910718839745357,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
497,False,"{'a': 0.4, 'e': 0.28821293384502406}",20,0,27.649579959101633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.4, 'e': 0.2874924015104115}",20,16,9.333076630093139,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.4, 'e': 0.2867736705066355}",25,15,7.120152919112992,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.4, 'e': 0.28605673633036893}",20,0,-46.80535651445469,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
501,False,"{'a': 0.4, 'e': 0.285341594489543}",20,6,9.577059853580353,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.4, 'e': 0.2846282405033192}",30,3,-44.10068218130277,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 2}",1
503,False,"{'a': 0.4, 'e': 0.2839166699020609}",20,10,-6.055325364355486,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
504,False,"{'a': 0.4, 'e': 0.2832068782273058}",30,6,-80.62057378206893,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
505,False,"{'a': 0.4, 'e': 0.2824988610317375}",25,15,16.833566141631504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.4, 'e': 0.28179261387915816}",25,6,12.02820943485571,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
507,False,"{'a': 0.4, 'e': 0.2810881323444603}",20,10,19.513572866703896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.4, 'e': 0.2803854120135992}",30,20,6.5556092957973,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.4, 'e': 0.27968444848356516}",30,16,12.866819426908412,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.4, 'e': 0.27898523736235625}",20,13,1.177895192245193,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.4, 'e': 0.2782877742689504}",20,8,-19.259840362519142,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
512,False,"{'a': 0.4, 'e': 0.27759205483327803}",20,0,23.917599259184815,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.4, 'e': 0.2768980746961949}",30,4,24.588177738357036,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
514,False,"{'a': 0.4, 'e': 0.2762058295094544}",20,5,-25.18115952122205,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
515,False,"{'a': 0.4, 'e': 0.27551531493568077}",25,0,7.047247325043708,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
516,False,"{'a': 0.4, 'e': 0.27482652664834156}",20,12,4.129431416578333,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.4, 'e': 0.27413946033172076}",30,13,24.798896527087408,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.4, 'e': 0.27345411168089145}",25,15,18.437197996802148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.4, 'e': 0.2727704764016892}",20,8,-30.790574212624158,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
520,False,"{'a': 0.4, 'e': 0.272088550210685}",30,16,3.7734537936541663,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
521,False,"{'a': 0.4, 'e': 0.2714083288351583}",25,13,24.147158087101044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.4, 'e': 0.27072980801307045}",25,11,17.156264922835174,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.4, 'e': 0.2700529834930378}",30,0,-11.685348209753917,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
524,False,"{'a': 0.4, 'e': 0.2693778510343052}",25,7,-86.76348519859577,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 2}",1
525,False,"{'a': 0.4, 'e': 0.26870440640671944}",25,3,19.88943141120417,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.4, 'e': 0.2680326453907027}",20,11,17.198121922622477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.4, 'e': 0.26736256377722595}",20,0,16.854494641181613,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
528,False,"{'a': 0.4, 'e': 0.2666941573677829}",20,12,-26.106675373204023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
529,False,"{'a': 0.4, 'e': 0.26602742197436346}",20,6,-20.98388095461265,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
530,False,"{'a': 0.4, 'e': 0.26536235341942754}",25,12,22.417994173821484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.4, 'e': 0.26469894753587897}",30,20,16.83700418460893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.4, 'e': 0.2640372001670393}",25,12,-17.569664556615535,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
533,False,"{'a': 0.4, 'e': 0.2633771071666217}",20,3,14.799112157465679,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.4, 'e': 0.26271866439870517}",25,11,2.9895842672942576,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
535,False,"{'a': 0.4, 'e': 0.26206186773770845}",25,8,17.706030307063596,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.4, 'e': 0.26140671306836416}",35,21,-28.30764049926518,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
537,False,"{'a': 0.4, 'e': 0.26075319628569327}",25,0,-53.01519837858209,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
538,False,"{'a': 0.4, 'e': 0.26010131329497904}",25,15,17.259656394923418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.4, 'e': 0.2594510600117416}",20,4,4.771994403235099,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
540,False,"{'a': 0.4, 'e': 0.2588024323617123}",20,13,-12.036168156571282,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.4, 'e': 0.258155426280808}",20,12,1.388543841094515,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.4, 'e': 0.257510037715106}",35,11,-31.72926772467913,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
543,False,"{'a': 0.4, 'e': 0.25686626262081824}",25,9,-0.9822058746130051,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.4, 'e': 0.25622409696426623}",25,16,-12.473397961340666,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
545,False,"{'a': 0.4, 'e': 0.2555835367218556}",20,13,3.7397167531169275,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.4, 'e': 0.254944577880051}",20,0,3.7698376304545373,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
547,False,"{'a': 0.4, 'e': 0.25430721643535087}",25,16,15.941161079231959,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.4, 'e': 0.2536714483942625}",20,0,-14.225308888183914,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
549,False,"{'a': 0.4, 'e': 0.25303726977327684}",20,11,-14.632635425336668,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
